Name,OVR,PAC,SHO,PAS,DRI,DEF,PHY,Acceleration,Sprint.Speed,Positioning,Finishing,Shot.Power,Long.Shots,Volleys,Penalties,Vision,Crossing,Free.Kick.Accuracy,Short.Passing,Long.Passing,Curve,Dribbling,Agility,Balance,Reactions,Ball.Control,Composure,Interceptions,Heading.Accuracy,Def.Awareness,Standing.Tackle,Sliding.Tackle,Jumping,Stamina,Strength,Aggression,Position,Weak.foot,Skill.moves,Preferred.foot,Height,Weight,Alternative.positions,Age,Nation,League,Team,url,GK.Diving,GK.Handling,GK.Kicking,GK.Positioning,GK.Reflexes,gender,name_norm,player_id,name,current_club_name,last_season,market_value_in_eur,highest_market_value_in_eur,statut_match,joueur_probablement_retraite,name_tm,score_matching
Daniel Valdés,65,65,62,60,64,30,68,31,28,,,45,10.0,,13,34,,13.0,21,20,11.0,15.0,35,42,62,11,33,14.0,,13.0,14.0,12.0,51,23,55,20,GK,2,1,Right,180,77,,39,Venezuela,Sudamericana,Rayo Zuliano,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/daniel-valdes/254584,65.0,62.0,60.0,68.0,64.0,M,daniel valdes,1082609.0,,Clube de Regatas do Flamengo,2024.0,,,ok_approximatif,False,Daniel Sales,88.0
Esteban Valencia,65,69,56,62,66,59,69,68,70,62.0,54.0,62,55.0,41.0,55,64,57.0,45.0,68,64,46.0,64.0,69,68,57,68,63,57.0,50.0,58.0,63.0,58.0,64,79,67,62,CM,3,2,Right,176,68,CDM,25,Chile,Sudamericana,Unión La Calera,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/esteban-valencia/255365,,,,,,M,esteban valencia,847202.0,,Fortaleza CEIF,2024.0,,,ok_approximatif,False,Stalin Valencia,83.87096774193549
Jhojan Valencia,65,69,52,61,67,61,62,70,68,58.0,46.0,60,58.0,36.0,56,63,49.0,36.0,72,68,36.0,65.0,78,79,60,66,59,56.0,45.0,64.0,65.0,64.0,57,69,58,64,CDM,3,2,Right,172,75,CM,28,Colombia,MLS,Austin FC,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/jhojan-valencia/228744,,,,,,M,jhojan valencia,1106878.0,,Internacional de Bogotá,2025.0,300000,300000,ok_approximatif,False,Juan Valencia,85.71428571428572
Tito Valencia,65,77,65,59,65,61,68,75,78,57.0,62.0,75,69.0,43.0,60,58,58.0,58.0,60,58,61.0,68.0,62,64,60,63,62,66.0,57.0,63.0,60.0,53.0,70,76,62,70,RB,3,3,Right,174,65,RM,33,Ecuador,Sudamericana,Técnico U.,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/tito-valencia/254433,,,,,,M,tito valencia,,,,,,,non_trouve,False,,
Luciano Valente,65,58,56,62,71,47,63,49,65,63.0,56.0,69,46.0,48.0,48,70,53.0,42.0,67,58,62.0,73.0,65,56,64,73,65,30.0,67.0,39.0,59.0,48.0,64,56,63,73,LM,3,3,Right,190,78,"CAM, LW",20,Italy,Eredivisie,FC Groningen,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/luciano-valente/262221,,,,,,M,luciano valente,601495.0,Luciano Valente,Feyenoord Rotterdam,2025.0,18000000,18000000,ok,False,,
Rúben Ismael,65,63,45,58,59,64,68,64,63,36.0,39.0,66,39.0,39.0,52,49,54.0,42.0,67,63,47.0,60.0,63,54,62,60,46,63.0,60.0,63.0,68.0,60.0,68,70,67,66,CDM,2,2,Right,184,77,,25,Portugal,Liga Portugal,Moreirense FC,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/ruben-ismael/252080,,,,,,M,ruben ismael,468332.0,Rúben Ismael,Esporte Clube Vitória,2025.0,1200000,1500000,ok,False,,
Zarek Valentin,65,66,42,58,62,63,65,65,67,52.0,38.0,46,46.0,43.0,37,57,61.0,29.0,58,64,54.0,60.0,62,65,60,65,61,64.0,60.0,64.0,64.0,62.0,68,66,65,65,RB,4,3,Right,183,77,LB,33,Puerto Rico,MLS,Minnesota United,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/zarek-valentin/202076,,,,,,M,zarek valentin,,,,,,,non_trouve,False,,
Enrico Valentini,65,52,57,64,63,64,69,65,42,55.0,49.0,71,62.0,51.0,64,55,72.0,61.0,64,63,69.0,60.0,67,70,66,62,70,62.0,52.0,67.0,65.0,64.0,64,67,68,75,RB,3,2,Right,182,80,,35,Germany,Bundesliga 2,1. FC Nürnberg,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/enrico-valentini/208730,,,,,,M,enrico valentini,40605.0,Enrico Valentini,1.FC Nuremberg,2018.0,300000,2000000,ok,True,,
Gustavo Vallecilla,65,62,32,35,60,66,74,68,57,31.0,32.0,44,21.0,28.0,42,28,20.0,21.0,50,40,22.0,63.0,64,56,65,54,63,64.0,55.0,68.0,68.0,64.0,75,66,81,67,CB,5,2,Right,185,81,RB,25,Ecuador,Sudamericana,U. Católica,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/gustavo-vallecilla/254172,,,,,,M,gustavo vallecilla,,,,,,,non_trouve,False,,
Amourricho van Axel Dongen,65,81,59,57,68,29,59,82,81,62.0,60.0,58,56.0,54.0,58,64,61.0,49.0,54,52,62.0,67.0,73,76,56,71,62,26.0,39.0,29.0,28.0,27.0,55,55,65,48,LW,5,4,Right,175,71,LM,19,Holland,Eredivisie,Ajax,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/amourricho-van-axel-dongen/266448,,,,,,M,amourricho van axel dongen,704773.0,Amourricho van Axel Dongen,SC Heerenveen,2025.0,400000,600000,ok,False,,
Thom van Bergen,65,77,63,54,69,31,50,76,78,68.0,66.0,65,56.0,52.0,53,58,47.0,44.0,59,47,63.0,70.0,69,66,63,68,65,25.0,59.0,23.0,33.0,30.0,63,46,49,52,ST,2,2,Right,180,74,RM,20,Holland,Eredivisie,FC Groningen,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/thom-van-bergen/271932,,,,,,M,thom van bergen,671738.0,Thom van Bergen,FC Groningen,2025.0,3000000,3000000,ok,False,,
Benjamin Van Durmen,65,62,60,63,62,61,73,60,64,66.0,59.0,66,58.0,52.0,51,62,61.0,52.0,68,61,49.0,60.0,63,64,64,64,62,60.0,58.0,61.0,62.0,60.0,69,78,72,71,LM,3,2,Left,185,79,"CDM, LB, LW",27,Belgium,SUPERLIGA,UTA Arad,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/benjamin-van-durmen/228715,,,,,,M,benjamin van durmen,434514.0,Benjamin Van Durmen,UTA Arad,2025.0,600000,1000000,ok,False,,
Syb van Ottele,65,63,53,47,48,66,68,62,64,28.0,46.0,80,50.0,58.0,38,36,42.0,33.0,58,54,30.0,41.0,61,58,65,47,56,66.0,60.0,65.0,70.0,67.0,72,65,75,52,CB,2,2,Right,185,78,CDM,22,Holland,Eredivisie,Fortuna Sittard,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/syb-van-ottele/260436,,,,,,M,syb van ottele,485586.0,Syb van Ottele,Fortuna Sittardia Combinatie,2025.0,600000,1000000,ok,False,,
Terence Vancooten,65,70,37,51,56,63,75,70,70,41.0,35.0,46,31.0,42.0,33,44,52.0,32.0,58,50,51.0,52.0,70,56,63,57,57,62.0,63.0,64.0,64.0,63.0,77,73,77,72,CB,3,2,Right,185,78,CDM,26,Guyana,EFL League One,Burton Albion,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/terence-vancooten/239989,,,,,,M,terence vancooten,,,,,,,non_trouve,False,,
Kevin Varga,65,82,60,60,66,35,56,81,83,63.0,58.0,63,63.0,55.0,63,61,59.0,51.0,62,56,63.0,62.0,76,74,63,66,67,32.0,42.0,35.0,36.0,35.0,60,61,56,49,LM,4,3,Right,178,72,"RM, LW",28,Hungary,SUPERLIGA,Sepsi OSK,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/kevin-varga/258590,,,,,,M,kevin varga,385906.0,Kevin Varga,Hatayspor,2022.0,750000,2500000,ok,True,,
Marco Varnier,65,64,38,52,56,66,68,59,68,33.0,33.0,51,33.0,34.0,52,50,41.0,30.0,65,53,32.0,53.0,49,55,55,62,64,65.0,65.0,67.0,66.0,64.0,72,61,74,59,CB,5,2,Right,186,82,,26,Italy,Serie BKT,SS Juve Stabia,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/marco-varnier/235863,,,,,,M,marco varnier,362981.0,Marco Varnier,Atalanta BC,2018.0,300000,2500000,ok,True,,
Nikola Vasic,65,60,63,52,58,52,75,56,63,68.0,67.0,62,56.0,62.0,60,63,33.0,38.0,61,53,32.0,57.0,55,52,62,61,59,58.0,68.0,44.0,53.0,48.0,79,58,89,60,ST,3,3,Right,197,91,,32,Sweden,Allsvenskan,Brommapojkarna,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/nikola-vasic/272916,,,,,,M,nikola vasic,503496.0,Nikola Vasic,Hammarby IF,2025.0,275000,350000,ok,False,,
Kyle Vassell,65,75,66,49,61,35,74,75,75,61.0,63.0,75,65.0,63.0,61,58,35.0,47.0,54,51,37.0,60.0,70,62,59,62,56,27.0,66.0,32.0,35.0,28.0,84,68,83,55,ST,5,2,Left,183,78,,31,Northern Ireland,Scottish Prem,Kilmarnock,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/kyle-vassell/220943,,,,,,M,kyle vassell,293002.0,Kyle Vassell,Kilmarnock FC,2024.0,150000,375000,ok,True,,
Rocco Vata,65,85,59,54,70,32,52,89,82,56.0,57.0,70,55.0,56.0,49,53,55.0,39.0,57,52,58.0,70.0,85,82,60,66,57,33.0,37.0,28.0,35.0,28.0,58,55,51,51,RW,3,4,Right,178,67,"LW, ST, RM",19,Republic of Ireland,EFL Championship,Watford,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/rocco-vata/275196,,,,,,M,rocco vata,741229.0,Rocco Vata,Watford FC,2025.0,1800000,1800000,ok,False,,
Niklas Vesterlund,65,72,52,56,62,60,73,73,71,51.0,53.0,58,50.0,45.0,40,52,59.0,35.0,61,54,48.0,59.0,69,71,57,63,58,61.0,56.0,59.0,60.0,60.0,74,78,74,62,RB,4,3,Right,185,80,,25,Denmark,Eredivisie,FC Utrecht,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/niklas-vesterlund/247330,,,,,,M,niklas vesterlund,422932.0,Niklas Vesterlund,FC Utrecht,2025.0,1500000,1500000,ok,False,,
Lawrence Vigouroux,65,65,64,63,65,46,63,48,42,,17.0,47,11.0,19.0,22,50,20.0,17.0,34,38,17.0,19.0,56,40,61,16,43,14.0,12.0,15.0,18.0,11.0,62,36,63,24,GK,2,1,Left,194,77,,30,Chile,EFL Championship,Swansea City,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/lawrence-vigouroux/213413,65.0,64.0,63.0,63.0,65.0,M,lawrence vigouroux,243591.0,Lawrence Vigouroux,Swansea City,2025.0,450000,500000,ok,False,,
David Villalba,65,63,32,46,50,65,69,59,66,31.0,30.0,45,26.0,26.0,31,38,34.0,29.0,58,54,38.0,37.0,60,54,67,62,61,65.0,62.0,66.0,65.0,62.0,70,70,71,61,CB,2,2,Left,180,74,,33,Paraguay,Sudamericana,S. Trinidense,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/david-villalba/254174,,,,,,M,david villalba,7980.0,,Atlético de Madrid,2013.0,1000000,50000000,ok_approximatif,False,David Villa,88.0
Gabriel Villamíl,65,71,60,64,68,55,49,71,71,60.0,52.0,73,70.0,39.0,59,68,52.0,55.0,72,65,50.0,70.0,66,78,50,67,58,60.0,42.0,45.0,65.0,59.0,44,65,39,57,CM,3,3,Right,175,64,"CAM, RB",23,Bolivia,Libertadores,LDU Quito,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/gabriel-villamil/259834,,,,,,M,gabriel villamil,844176.0,Gabriel Villamíl,,2025.0,1200000,1200000,ok,False,,
Ionuț Vînă,65,72,61,60,67,62,70,74,71,62.0,61.0,65,60.0,54.0,56,63,55.0,53.0,63,60,50.0,65.0,78,79,65,67,57,65.0,58.0,58.0,66.0,61.0,70,80,64,73,CM,3,3,Left,180,73,RW,29,Romania,SUPERLIGA,Farul Constanța,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/ionut-vina/248112,,,,,,M,ionut vina,208828.0,Ionuț Vînă,FCV Farul Constanta,2025.0,550000,1500000,ok,False,,
Rémy Vita,65,68,44,62,68,60,51,73,64,62.0,44.0,57,33.0,30.0,38,55,66.0,32.0,66,68,64.0,67.0,74,81,63,67,62,60.0,50.0,57.0,64.0,62.0,60,65,40,59,LB,2,3,Left,170,66,,23,Madagascar,Ligue 2 BKT,Amiens SC,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/remy-vita/258468,,,,,,M,remy vita,805835.0,Rémy Vita,CD Tondela,2025.0,400000,1200000,ok,False,,
Janus Vivar,65,80,63,55,66,31,70,80,80,66.0,64.0,66,58.0,60.0,66,60,59.0,35.0,57,51,44.0,67.0,72,73,66,62,64,16.0,58.0,49.0,19.0,18.0,78,80,72,52,LW,3,3,Left,167,61,"RW, CM, LM",26,Ecuador,Sudamericana,U. Católica,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/janus-vivar/254215,,,,,,M,janus vivar,,,,,,,non_trouve,False,,
Ștefan Vlădoiu,65,81,35,55,59,60,62,80,82,35.0,35.0,33,35.0,38.0,41,51,60.0,38.0,61,49,43.0,54.0,80,57,60,60,57,60.0,49.0,61.0,62.0,62.0,67,67,63,53,RB,3,2,Right,178,73,,25,Romania,SUPERLIGA,Univ. Craiova,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/stefan-vladoiu/247949,,,,,,M,stefan vladoiu,451603.0,Ștefan Vlădoiu,Universitatea Craiova,2024.0,700000,1000000,ok,True,,
Thibault Vlietinck,65,73,57,63,67,60,54,70,75,62.0,58.0,58,52.0,66.0,54,60,69.0,58.0,65,54,62.0,65.0,76,71,61,67,67,56.0,57.0,62.0,62.0,57.0,66,56,60,32,RM,4,3,Right,180,68,"RB, RW",27,Belgium,1A Pro League,OH Leuven,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/thibault-vlietinck/246185,,,,,,M,thibault vlietinck,249568.0,Thibault Vlietinck,Oud-Heverlee Leuven,2025.0,450000,750000,ok,False,,
Albion Vrenezi,65,79,66,61,70,20,54,82,77,61.0,66.0,67,67.0,59.0,61,56,64.0,65.0,65,50,60.0,70.0,83,80,63,67,57,18.0,36.0,21.0,17.0,18.0,53,82,48,36,CAM,4,3,Right,177,66,LM,30,Kosovo,3. Liga,Viktoria Köln,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/albion-vrenezi/240027,,,,,,M,albion vrenezi,,,,,,,non_trouve,False,,
Niko Vukancic,65,54,34,50,49,65,69,55,53,30.0,35.0,38,30.0,31.0,40,37,32.0,31.0,65,70,29.0,39.0,57,60,62,55,57,65.0,59.0,64.0,67.0,63.0,76,64,72,65,CB,3,2,Right,186,81,,22,Germany,3. Liga,FC Erzgebirge Aue,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/niko-vukancic/271046,,,,,,M,niko vukancic,,,,,,,non_trouve,False,,
Dennis Waidner,65,68,26,50,61,62,61,69,68,52.0,23.0,23,28.0,29.0,33,45,52.0,30.0,57,43,49.0,57.0,83,81,64,59,48,60.0,50.0,58.0,69.0,67.0,56,78,52,64,RB,3,2,Right,174,68,"CM, LB",23,Germany,3. Liga,Unterhaching,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/dennis-waidner/252016,,,,,,M,dennis waidner,,,,,,,non_trouve,False,,
Sam Walker,65,64,63,59,66,42,65,40,45,11.0,11.0,44,11.0,15.0,12,29,17.0,20.0,25,26,16.0,19.0,32,38,60,25,46,16.0,15.0,20.0,14.0,14.0,60,37,63,27,GK,2,1,Right,198,85,,32,England,EFL League Two,Bradford City,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/sam-walker/200525,64.0,63.0,59.0,65.0,66.0,M,sam walker,129558.0,Sam Walker,Kilmarnock FC,2022.0,350000,400000,ok,True,,
Tyler Walker,65,75,65,56,66,36,59,74,76,66.0,66.0,67,63.0,61.0,68,61,58.0,45.0,59,43,59.0,64.0,77,72,63,65,65,31.0,61.0,39.0,34.0,18.0,72,60,61,51,ST,4,3,Right,184,78,,27,England,EFL League One,Lincoln City,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/tyler-walker/222878,,,,,,M,tyler walker,95424.0,,Burnley FC,2025.0,1500000,50000000,ok_approximatif,False,Kyle Walker,86.95652173913044
Leo Walta,65,69,57,61,66,53,58,73,65,63.0,58.0,56,59.0,38.0,48,68,41.0,58.0,69,66,44.0,62.0,78,82,62,67,67,56.0,36.0,58.0,54.0,46.0,54,67,58,47,CM,4,2,Right,170,67,"CAM, CDM",21,Finland,Allsvenskan,IK Sirius,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/leo-walta/263364,,,,,,M,leo walta,674054.0,Leo Walta,Swansea City,2025.0,3000000,3500000,ok,False,,
Wang Jinxian,65,81,51,58,64,48,66,84,79,65.0,54.0,54,42.0,38.0,40,62,62.0,47.0,58,56,39.0,64.0,76,81,66,59,53,48.0,42.0,52.0,48.0,44.0,64,75,62,63,LM,3,3,Right,177,73,"CM, LW",28,China PR,CSL,Changchun Yatai,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/wang-jinxian/224546,,,,,,M,wang jinxian,,,,,,,non_trouve,False,,
Wang Shenchao,65,70,32,54,58,61,71,73,68,56.0,27.0,40,29.0,35.0,36,45,59.0,29.0,60,54,43.0,55.0,69,72,57,56,65,60.0,61.0,60.0,64.0,61.0,73,86,66,63,RB,4,3,Right,180,72,LB,35,China PR,CSL,Shanghai Port FC,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/wang-shenchao/224604,,,,,,M,wang shenchao,,,,,,,non_trouve,False,,
Wang Zhen'ao,65,76,50,51,63,57,49,77,76,55.0,49.0,56,48.0,47.0,46,52,62.0,31.0,51,42,51.0,58.0,80,84,65,64,45,63.0,38.0,59.0,57.0,62.0,46,78,40,34,RB,4,2,Right,175,65,LB,25,China PR,CSL,Shanghai Port FC,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/wang-zhen-ao/257523,,,,,,M,wang zhenao,,,,,,,non_trouve,False,,
Danny Ward,65,62,66,62,64,39,67,67,58,65.0,65.0,72,63.0,61.0,67,64,62.0,56.0,64,59,60.0,64.0,69,68,64,64,58,29.0,65.0,41.0,37.0,32.0,71,72,67,62,ST,4,3,Left,180,72,,33,England,EFL League One,Huddersfield,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/danny-ward/194319,,,,,,M,danny ward,203026.0,Danny Ward,,2025.0,600000,10000000,ok,False,,
Magnus Warming,65,75,58,55,70,33,52,79,71,60.0,61.0,59,54.0,46.0,52,55,55.0,45.0,60,45,54.0,71.0,80,72,61,67,62,30.0,48.0,30.0,33.0,30.0,60,52,52,52,LW,3,3,Right,188,72,LM,24,Denmark,3F Superliga,Lyngby BK,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/magnus-warming/238755,,,,,,M,magnus warming,482107.0,Magnus Warming,Lyngby Boldklub,2024.0,350000,1000000,ok,True,,
Lewis Warrington,65,66,51,62,66,61,65,65,67,58.0,48.0,58,55.0,37.0,48,65,48.0,48.0,69,67,49.0,63.0,83,74,57,66,59,59.0,59.0,58.0,64.0,62.0,66,73,62,64,CDM,3,2,Right,175,75,CM,21,England,EFL League One,Leyton Orient,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/lewis-warrington/266871,,,,,,M,lewis warrington,652979.0,Lewis Warrington,Everton FC,2023.0,500000,500000,ok,True,,
Conor Washington,65,74,65,58,64,34,71,74,74,64.0,64.0,66,65.0,57.0,69,62,56.0,44.0,60,56,46.0,63.0,72,66,64,64,63,30.0,60.0,36.0,29.0,28.0,74,70,70,73,ST,3,2,Right,178,85,,32,Northern Ireland,EFL Championship,Derby County,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/conor-washington/217758,,,,,,M,conor washington,249815.0,Conor Washington,Heart of Midlothian FC,2019.0,500000,2000000,ok,True,,
Kjell Wätjen,65,72,52,66,67,54,55,76,68,54.0,55.0,51,48.0,46.0,49,68,54.0,43.0,72,74,55.0,66.0,78,74,62,66,59,55.0,47.0,53.0,55.0,56.0,59,65,53,47,CM,3,3,Right,184,72,CDM,18,Germany,Bundesliga,Borussia Dortmund,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/kjell-watjen/70728,,,,,,M,kjell watjen,884810.0,Kjell Wätjen,Borussia Dortmund,2024.0,3500000,3500000,ok,True,,
Marley Watkins,65,73,62,60,66,28,68,68,77,63.0,65.0,65,58.0,59.0,41,63,55.0,47.0,63,58,56.0,63.0,74,78,64,67,64,22.0,64.0,31.0,19.0,21.0,71,69,66,73,ST,4,3,Right,178,65,LM,33,Wales,Scottish Prem,Kilmarnock,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/marley-watkins/189776,,,,,,M,marley watkins,91315.0,Marley Watkins,Kilmarnock FC,2025.0,25000,1000000,ok,False,,
David Watson,65,60,61,61,64,61,65,55,64,65.0,56.0,70,63.0,66.0,45,66,53.0,41.0,64,65,58.0,62.0,61,76,68,65,68,64.0,51.0,58.0,65.0,62.0,55,78,56,72,CM,3,2,Right,175,68,"CDM, CAM",19,Scotland,Scottish Prem,Kilmarnock,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/david-watson/274934,,,,,,M,david watson,931102.0,David Watson,Kilmarnock FC,2025.0,2000000,2000000,ok,False,,
Elliot Watt,65,67,53,65,66,59,67,67,67,56.0,47.0,61,60.0,42.0,52,65,64.0,59.0,66,68,65.0,62.0,82,79,62,65,66,59.0,49.0,60.0,62.0,59.0,65,86,56,70,CDM,4,3,Right,179,72,CM,24,Scotland,EFL League One,Burton Albion,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/elliot-watt/241982,,,,,,M,elliot watt,403574.0,Elliot Watt,Motherwell FC,2025.0,2000000,2000000,ok,False,,
Kelland Watts,65,62,47,52,57,64,71,66,58,46.0,44.0,59,40.0,38.0,59,48,44.0,36.0,61,58,44.0,56.0,51,54,62,60,58,64.0,64.0,64.0,63.0,62.0,76,61,76,71,CB,4,2,Left,192,71,,24,England,EFL League One,Cambridge Utd,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/kelland-watts/244277,,,,,,M,kelland watts,484389.0,,Newcastle United,2023.0,250000,300000,ok_approximatif,False,Kell Watts,86.95652173913044
Marcel Wędrychowski,65,79,54,62,68,37,47,79,79,53.0,60.0,56,43.0,39.0,55,62,54.0,42.0,68,64,63.0,66.0,83,82,60,66,64,29.0,42.0,39.0,37.0,37.0,52,59,45,38,RM,4,3,Left,171,69,RW,22,Poland,PKO BP Ekstraklasa,Pogoń Szczecin,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/marcel-wedrychowski/252509,,,,,,M,marcel wedrychowski,554975.0,Marcel Wędrychowski,GKS GieKSa Katowice Spółka Akcyjna,2025.0,300000,600000,ok,False,,
Jonas Weik,65,74,42,64,64,56,55,79,70,54.0,42.0,44,37.0,40.0,40,61,68.0,42.0,68,59,61.0,60.0,80,83,59,64,58,59.0,45.0,56.0,58.0,59.0,55,74,45,58,LB,3,2,Left,176,67,,24,Germany,3. Liga,SV Sandhausen,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/jonas-weik/248579,,,,,,M,jonas weik,,,,,,,non_trouve,False,,
Mallik Wilks,65,83,64,54,67,23,71,85,82,65.0,65.0,65,60.0,56.0,65,56,59.0,40.0,58,36,60.0,68.0,75,76,58,64,66,18.0,53.0,22.0,18.0,17.0,77,68,72,70,RM,3,3,Left,183,73,"RW, ST",25,England,EFL League One,Rotherham Utd,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/mallik-wilks/236938,,,,,,M,mallik wilks,,,,,,,non_trouve,False,,
Jay Williams,65,67,42,54,58,62,81,68,66,45.0,38.0,56,41.0,29.0,32,55,41.0,36.0,63,57,47.0,56.0,50,65,61,62,62,65.0,58.0,61.0,63.0,60.0,76,81,81,80,CDM,3,2,Right,188,85,CB,23,St. Kitts and Nevis,EFL League One,Crawley Town,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/jay-williams/246243,,,,,,M,jay williams,279454.0,,Liverpool FC,2016.0,250000,250000,ok_approximatif,False,MJ Williams,86.95652173913044
Rhys Williams,65,64,35,51,56,65,66,62,66,27.0,36.0,43,27.0,37.0,41,48,32.0,31.0,64,64,31.0,56.0,50,47,62,58,59,65.0,65.0,63.0,68.0,59.0,73,51,73,66,CB,2,2,Right,195,76,,23,England,EFL League Two,Morecambe,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/rhys-williams/247601,,,,,,M,rhys williams,503679.0,Rhys Williams,Liverpool FC,2025.0,500000,5000000,ok,False,,
Carl Winchester,65,73,60,64,66,59,74,74,72,59.0,59.0,63,64.0,51.0,56,61,63.0,54.0,68,63,60.0,63.0,78,78,58,66,64,60.0,54.0,59.0,61.0,57.0,80,88,71,62,CM,3,3,Right,178,74,"CDM, RB",31,Northern Ireland,EFL League One,Shrewsbury,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/carl-winchester/201901,,,,,,M,carl winchester,,,,,,,non_trouve,False,,
Piotr Wlazło,65,44,61,66,64,61,70,38,48,56.0,58.0,62,67.0,56.0,69,59,62.0,65.0,72,67,63.0,61.0,58,71,64,67,72,63.0,59.0,58.0,63.0,59.0,59,70,70,71,CM,3,2,Right,184,69,"CDM, CB",35,Poland,PKO BP Ekstraklasa,Stal Mielec,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/piotr-wlaz-o/199647,,,,,,M,piotr wlazo,134491.0,Piotr Wlazło,Stal Mielec,2024.0,,,ok,True,,
Maxwell Woledzi,65,68,36,51,52,63,72,65,71,45.0,28.0,58,29.0,35.0,30,45,44.0,30.0,62,56,39.0,47.0,60,57,57,55,57,64.0,65.0,64.0,62.0,61.0,76,58,77,74,CB,2,2,Right,187,79,,23,Ghana,Eliteserien,Fredrikstad FK,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/maxwell-woledzi/251905,,,,,,M,maxwell woledzi,658529.0,Maxwell Woledzi,Nashville SC,2025.0,3000000,3000000,ok,False,,
Tyler Wolff,65,72,48,64,67,44,58,71,73,60.0,45.0,52,50.0,38.0,55,65,56.0,32.0,72,69,55.0,68.0,65,75,52,68,55,50.0,40.0,48.0,42.0,34.0,59,60,67,32,LM,3,3,Right,175,70,"LW, CM",21,United States,MLS,Atlanta United,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/tyler-wolff/258813,,,,,,M,tyler wolff,763648.0,Tyler Wolff,Real Salt Lake,2025.0,400000,800000,ok,False,,
Maximilian Wolfram,65,73,64,61,65,37,68,70,75,64.0,65.0,73,57.0,68.0,52,60,57.0,68.0,63,56,73.0,66.0,72,62,61,64,62,35.0,52.0,34.0,36.0,41.0,68,73,71,52,ST,3,3,Right,185,80,"RW, LW",27,Germany,3. Liga,1860 München,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/maximilian-wolfram/238953,,,,,,M,maximilian wolfram,,,,,,,non_trouve,False,,
Kyle Wootton,65,68,62,47,63,26,83,66,69,66.0,64.0,64,55.0,58.0,59,58,32.0,33.0,55,38,42.0,62.0,65,65,63,63,65,23.0,67.0,20.0,23.0,19.0,81,80,86,78,ST,3,2,Right,188,78,,27,England,EFL League One,Stockport,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/kyle-wootton/225001,,,,,,M,kyle wootton,,,,,,,non_trouve,False,,
